epoch,train_loss,val_loss,precision,recall,f1
1,0.03574382867685879,0.01666112962353242,0.995350834987687,0.9930772902855884,0.9942118747740296
2,0.01972349717236456,0.012781498080797489,0.9954332434456464,0.9967231171179287,0.9960774903821897
3,0.011616002537821524,0.017531225446955585,0.9941475084544111,0.9952219334828827,0.9946788034584497
4,0.012846239192399979,0.009987998076713007,0.9970730482024228,0.9952754996105201,0.996173389450826
5,0.008407730591955827,0.01504612734898285,0.9934563127888065,0.9975620443271485,0.9955033974247318
6,0.011048899349023417,0.009790335781502043,0.9955422409612606,0.9983505258854273,0.9969429174514901
7,0.00805238117148218,0.010232315192681998,0.9942713039484251,0.9985334376222135,0.9963970397399061
8,0.007930687418210467,0.007936909794894547,0.995572570703148,0.9982401251466562,0.996904061879867
9,0.010416070538239947,0.008558601713132595,0.9953217699576433,0.9983378959718421,0.9968271532828764
10,0.007403532212157538,0.00834564868205985,0.9957291885458237,0.9977859662813868,0.9967562377004987
11,0.006729489794622591,0.009006379805167278,0.9955402555708966,0.9983095156679751,0.996922063095794
12,0.009116903754549386,0.007432408342616291,0.9957673126700419,0.9984356667970278,0.9970992028692318
13,0.005427746692368211,0.007029517986841424,0.9959668657538199,0.9986312084473993,0.9972969905882219
14,0.006673670122924285,0.007120679110229922,0.9961447813633992,0.9976251198916748,0.9968842181982629
15,0.005593389292540456,0.006412178892506364,0.9949642697509846,0.9986659037080587,0.9968098177843249
16,0.0052524853317498605,0.00927309120601889,0.9942272449192088,0.9985050573183467,0.9963588564105255
17,0.005779201335235186,0.008282925621857753,0.9960785393773184,0.9971993413302723,0.9966386105820944
18,0.006810147056709293,0.008138944957702674,0.9971703253010614,0.9967578123785882,0.9969640143565963
19,0.0046228685297755945,0.007232099390826717,0.9964967898150179,0.9976724450659196,0.9970833322656608
20,0.004520179423892947,0.005551257683947355,0.9959252394313405,0.9987005989687182,0.997309688435125
21,0.004892896927266272,0.039139701876737584,0.9970173409243341,0.975762566801019,0.986262072930568
22,0.005958327468406858,0.006063499539804918,0.9974290524307146,0.9971425807225386,0.9972857939177244
23,0.004168080249804818,0.005956675723984884,0.9957314914568032,0.9986659037080587,0.9971951998119459
24,0.0034672729680373738,0.007750086266906044,0.9959831228966406,0.9978900520633653,0.996934876017431
25,0.004112119704320336,0.006123688970693684,0.9965984793311674,0.9980508984530774,0.9973238691619748
26,0.0061421595423354425,0.006484179501233368,0.9967651989848569,0.9984703620576872,0.997616880872874
27,0.003527061902293836,0.006363780720775963,0.9974382487122953,0.9981770495821299,0.9978074984529032
28,0.002916134470712681,0.007745589059380536,0.9969518484119966,0.997826976498839,0.997389027764943
29,0.0033348464822467614,0.006289219967212438,0.9973726163885299,0.9975904246310154,0.9974814660729407
30,0.0033470181037811844,0.0055938843136018445,0.9976944148921993,0.9975052837194148,0.9975998314080872
