epoch,train_loss,val_loss,precision,recall,f1
1,0.04874337283673132,0.04564350599548667,0.9829864823334764,0.9887880038910002,0.9858786778382755
2,0.020757089650900503,0.017566396972294875,0.9943612312770373,0.9945059629226192,0.9944330956801459
3,0.01199795499155447,0.013650818087109017,0.9931687412200176,0.9979184323672321,0.9955350509456156
4,0.013131093286891304,0.020098509416109595,0.9949170507702094,0.9944429613614929,0.994671776068988
5,0.013200799749499418,0.010361439431767056,0.9946783756353825,0.998568132882873,0.9966178732558939
6,0.00848088198206065,0.017467124812340168,0.9945066426323644,0.9972624168947986,0.9958823041473702
7,0.013891084242289341,0.010207876645916445,0.9951072458286363,0.9967451824650029,0.9959253429917796
8,0.00768315507124842,0.01002640470058512,0.9953094703531149,0.9973601877199844,0.9963336608009892
9,0.006448490365724011,0.011120587664059357,0.996705403987538,0.9946699297890276,0.9956859308733385
10,0.007950068373681535,0.025185403849373095,0.9843255228017133,0.9979247473240247,0.9910402113159773
11,0.008111207021283918,0.00925314715662634,0.9954683714966385,0.9977228907168605,0.9965936889486531
12,0.005995129300124588,0.0072297290492914015,0.9957386218858393,0.9991200625733281,0.9974252027378501
13,0.005997050568324529,0.013835772352691936,0.9909578945901664,0.9988961406190897,0.9948971599076848
14,0.006094414975839472,0.012392384297378526,0.9974614024168111,0.9954616058274026,0.9964602380187764
15,0.008293920395568808,0.006461879785059002,0.9974783116377463,0.9982401251466562,0.9978590384961064
16,0.003921085020190168,0.007092387677631497,0.9960841981678836,0.9987289792725851,0.9974038122287028
17,0.00451327158275562,0.0076244007573476,0.9968008716839414,0.9988267500977708,0.997812581859626
18,0.007055220830693564,0.006173552481987824,0.9962541675872766,0.9989245209229566,0.9975870553426439
19,0.0034188662708686426,0.00589696066752523,0.9980796180528313,0.997987822888551,0.9980336978048441
20,0.006465731386861786,0.006839799969666596,0.9955781112091792,0.9993219191804923,0.9974438599507496
21,0.0038698530831714852,0.005960460306483215,0.9977663164239788,0.9986659037080587,0.9982158890623266
22,0.0032122708812103726,0.005801746985619743,0.9979531992142825,0.9981423543214705,0.9980477588746646
23,0.0035151680091021383,0.005835840603295836,0.9966045075629872,0.9992178333985139,0.9979085914541233
24,0.003991692526682199,0.005925777330884299,0.9981470903653364,0.9977859662813868,0.9979664012204924
25,0.0037182945969399766,0.007267046117706905,0.9965104815954602,0.9987352942293777,0.9976211042483938
26,0.003153764148406069,0.00703828154778822,0.9974049541969733,0.9971646460696129,0.997284469438757
27,0.003601084583717461,0.010815776614388506,0.9972812055382596,0.9941337504888541,0.9956985958209257
