epoch,train_loss,val_loss,precision,recall,f1
1,0.05118606895055026,0.012633937151305334,0.9950560454407751,0.9970290595070712,0.9960404646315204
2,0.012277826357639845,0.010269172811704095,0.9974995127390457,0.9946572998754424,0.9960723923751642
3,0.010540495467001103,0.013187789891614605,0.9934154986874325,0.9966757919436839,0.9950427198072385
4,0.012445148552608502,0.0076634635587496565,0.9962760137301157,0.9982811353641083,0.9972766774715531
5,0.0069750006194226446,0.008468146287824467,0.9967262205026484,0.9975904246310154,0.9971581322894096
6,0.00823650419737604,0.008158645669354477,0.9979791951265906,0.9972687318515912,0.9976237840407254
7,0.005071871241336162,0.010624504065364613,0.9959807990726719,0.9973444373297027,0.9966613876969419
8,0.009072141980141848,0.007137329547519925,0.9970401254185189,0.9972056562870649,0.9971228401369692
9,0.005690333814684944,0.009591278249769672,0.9960518868783476,0.998609143100325,0.9973270635568381
10,0.00757163331998525,0.0077202183146285125,0.9959517078645345,0.9981833645389226,0.9970650326360515
11,0.005173794972908838,0.006211277088240544,0.997280730852963,0.9987005989687182,0.9979899488822677
12,0.005045116623509431,0.005551853844710877,0.9978961062963503,0.9981423543214705,0.9980191139055652
13,0.00543714287797732,0.007418867267719541,0.9959357094245809,0.9996436119599164,0.9977843816669874
14,0.005741510212835677,0.010731744143524994,0.996908941513405,0.997016429593486,0.9969624952143575
15,0.005234149382158648,0.006185663156432207,0.9968943353395741,0.9990569870088019,0.9979738986659992
16,0.004138636498498992,0.007034703456519164,0.996054758713617,0.9986028281435324,0.9973262387176024
17,0.004746288230997803,0.005097083432896238,0.9981825735720343,0.9981423543214705,0.998162389248591
18,0.005032780582776338,0.005097067999489659,0.9976344004531763,0.998568132882873,0.9981010017890212
19,0.004342177931455764,0.005610735723840575,0.9973429006036084,0.9986312084473993,0.9979865295875558
20,0.00283299585768964,0.006452714333221171,0.9983405210955127,0.9971993413302723,0.9977691168633216
21,0.005511481087857712,0.006410401132670875,0.9979896691007212,0.9987289792725851,0.9983591733716771
22,0.003333923438653868,0.007459244094673821,0.9977290220344471,0.997946812671099,0.9978378629068687
23,0.003129207713243017,0.005054763040884987,0.9976316964045797,0.9990916822694613,0.9983606203246231
24,0.0022618550960638497,0.005853039765451391,0.9980509223212274,0.9981139740176036,0.9980824461810303
25,0.0027943868610047803,0.004986208683460271,0.9978650020390969,0.9990569870088019,0.9984605594001397
26,0.006596456193309617,0.005177586919487135,0.9982308093201766,0.9985334376222135,0.9983818069322191
27,0.005090219339617625,0.004843363598503135,0.9986704498681145,0.9980445834962848,0.9983570982270962
28,0.0021380045427541253,0.008020828116736755,0.9976535001955417,0.9975904246310154,0.9976219604238896
29,0.0026064387337887056,0.007208976259777358,0.9977865925256291,0.9964518699894456,0.997118150547723
30,0.004137531727982246,0.006757565185051404,0.9978538977303855,0.9976535001955417,0.9977536048661833
