epoch,train_loss,val_loss,precision,recall,f1
1,0.0524406413119931,0.025829804370683676,0.9869661249585249,0.9959283206028573,0.9914263097374931
2,0.014388565678529308,0.011549654580037073,0.9951835048849802,0.9976314348484674,0.9964051311942592
3,0.008649684553340834,0.01169761763472485,0.9937520615294886,0.9990222917481424,0.9963761405579186
4,0.011494922354132185,0.007697328280999186,0.9955096619050808,0.9982401251466562,0.9968725658306405
5,0.007816377467427044,0.01272849295808039,0.9974529200695359,0.9935534404945321,0.9954947331962014
6,0.00891747773776656,0.011333138708790996,0.9937865951449684,0.9994133750488854,0.9965866538982373
7,0.004657639279537743,0.007026050203800525,0.9963047828598406,0.9983725912325014,0.9973367843771146
8,0.0049827721733421305,0.026416878092707447,0.9936826844436977,0.9928533683313501,0.9932661938468852
9,0.009041086236597365,0.007364123547268949,0.9962481359324462,0.9986028281435324,0.9974233428232262
10,0.00783861145163495,0.0077870399451236885,0.9952467635978035,0.9981833645389226,0.9967110829384122
11,0.005578802914428481,0.005714628171731302,0.9980826316295468,0.9971425807225386,0.9976122179921116
12,0.004323756644478651,0.0073813329959485875,0.9984402653038417,0.9953070003910833,0.9968673598064699
13,0.00565087077911038,0.0068845159463708965,0.9978870141563785,0.996855583203774,0.9973709618673103
14,0.0044464094006105015,0.008163503118209077,0.9950214108282163,0.9988267500977708,0.9969203375033495
15,0.004295059116683021,0.013482507592246989,0.99668281831227,0.9958999402989905,0.9962908858067738
16,0.004190268683280207,0.005560357779311823,0.9979939153730325,0.9982401251466562,0.9981169038527586
17,0.005119828135887995,0.01814111262381767,0.9972691541438385,0.9935599034581246,0.9954060167283256
18,0.004398637231150438,0.0166347321152906,0.9943707041258365,0.9959913961673836,0.9951760729227274
19,0.005187203619473743,0.005888387889048571,0.997691823424066,0.9972624168947986,0.9974768549597963
20,0.0050029870862177955,0.00534159486048991,0.9976567076742824,0.9981486692782631,0.997902437627741
21,0.00486949709529339,0.0075542149143780464,0.9971239453075784,0.9983378959718421,0.9977305508981906
22,0.00413623563894246,0.010107210719136126,0.9971053745136822,0.9972182862006501,0.9971614364424044
23,0.00449888982082321,0.007636711591182268,0.9970850865819139,0.9973601877199844,0.9972224334679878
24,0.002691196309493191,0.0072220184495006825,0.9968591219356566,0.9978837371065727,0.9973711611317675
25,0.0020854027822004525,0.006711859071706685,0.9973097520434009,0.9988267500977708,0.9980674164786545
26,0.002991541993500551,0.01093849573962419,0.9965681437979372,0.9985113722751393,0.9975378618338868
27,0.0030071429447337903,0.005489550483454452,0.9972476987322638,0.9990222917481424,0.9981338769619662
28,0.0037364253985573952,0.009866057376476332,0.99697680084796,0.9963194039036004,0.9966475768038586
29,0.005347303415101846,0.004261849924958144,0.9978292727380202,0.9986028281435324,0.9982158612266864
30,0.0022280826252793467,0.005778437060207378,0.9970919570768253,0.9988267500977708,0.9979585084985501
